10000	26803	62
10000	14119	0
10000	26718	0
10000	24904	0
10000	26717	6
10000	14120	23
10000	13820	0
10000	15120	0
10000	14919	15
10000	13519	0
10000	14719	47
10000	14820	28
10000	16019	5
10000	26804	51
10000	24902	0
10000	20803	76
10000	25901	45
10000	24903	0
10000	25902	44
10000	13619	0
10000	14019	0
10000	13919	0
10000	14619	17
10000	14420	64
10000	14819	12
10000	20501	5
10000	27303	0
10000	14720	42
10000	25820	0
10000	16020	7
10000	14219	132
10000	25819	0
10000	14519	37
10000	13720	0
10000	14920	9
10005	26803	65
10005	14119	0
10005	26718	1
10005	24904	0
10005	26717	7
10005	14120	24
10005	13820	0
10005	15120	0
10005	14919	14
10005	13519	0
10005	14719	25
10005	14820	13
10005	16019	14
10005	26804	48
10005	24902	0
10005	20803	61
10005	25901	43
10005	24903	0
10005	25902	36
10005	13619	0
10005	14019	0
10005	13919	0
10005	14619	18
10005	14420	57
10005	14819	23
10005	20501	7
10005	27303	0
10005	14720	42
10005	25820	0
10005	16020	7
10005	14219	126
10005	25819	0
10005	14519	44
10005	13720	0
10005	14920	10
10010	26803	57
10010	14119	0
10010	26718	0
10010	24904	0
10010	26717	15
10010	14120	34
10010	13820	0
10010	15120	0
10010	14919	15
10010	13519	0
10010	14719	35
10010	14820	35
10010	16019	13
10010	26804	55
10010	24902	0
10010	20803	59
10010	25901	22
10010	24903	0
10010	25902	36
10010	13619	0
10010	14019	0
10010	13919	0
10010	14619	21
10010	14420	87
10010	14819	14
10010	20501	5
10010	27303	0
10010	14720	40
10010	25820	0
10010	16020	5
10010	14219	129
10010	25819	0
10010	14519	48
10010	13720	0
10010	14920	5
10015	26803	59
10015	14119	0
10015	26718	1
10015	24904	0
10015	26717	11
10015	14120	36
10015	13820	0
10015	15120	0
10015	14919	14
10015	13519	0
10015	14719	27
10015	14820	22
10015	16019	13
10015	26804	55
10015	24902	0
10015	20803	62
10015	25901	20
10015	24903	0
10015	25902	34
10015	13619	0
10015	14019	0
10015	13919	0
10015	14619	25
10015	14420	61
10015	14819	11
10015	20501	14
10015	27303	0
10015	14720	42
10015	25820	0
10015	16020	7
10015	14219	116
10015	25819	0
10015	14519	53
10015	13720	0
10015	14920	7
10020	26803	59
10020	14119	0
10020	26718	3
10020	24904	0
10020	26717	7
10020	14120	33
10020	13820	0
10020	15120	0
10020	14919	8
10020	13519	0
10020	14719	43
10020	14820	22
10020	16019	13
10020	26804	60
10020	24902	0
10020	20803	57
10020	25901	52
10020	24903	0
10020	25902	20
10020	13619	0
10020	14019	0
10020	13919	0
10020	14619	24
10020	14420	69
10020	14819	16
10020	20501	7
10020	27303	0
10020	14720	44
10020	25820	0
10020	16020	5
10020	14219	129
10020	25819	0
10020	14519	54
10020	13720	0
10020	14920	2
10025	26803	54
10025	14119	0
10025	26718	3
10025	24904	0
10025	26717	10
10025	14120	39
10025	13820	0
10025	15120	0
10025	14919	7
10025	13519	0
10025	14719	28
10025	14820	17
10025	16019	14
10025	26804	56
10025	24902	0
10025	20803	48
10025	25901	20
10025	24903	0
10025	25902	41
10025	13619	0
10025	14019	0
10025	13919	0
10025	14619	13
10025	14420	76
10025	14819	14
10025	20501	27
10025	27303	0
10025	14720	46
10025	25820	0
10025	16020	13
10025	14219	136
10025	25819	0
10025	14519	55
10025	13720	0
10025	14920	9
10030	26803	67
10030	14119	0
10030	26718	1
10030	24904	0
10030	26717	10
10030	14120	40
10030	13820	0
10030	15120	0
10030	14919	7
10030	13519	0
10030	14719	32
10030	14820	20
10030	16019	11
10030	26804	64
10030	24902	0
10030	20803	58
10030	25901	57
10030	24903	0
10030	25902	38
10030	13619	0
10030	14019	0
10030	13919	0
10030	14619	19
10030	14420	90
10030	14819	15
10030	20501	5
10030	27303	0
10030	14720	29
10030	25820	0
10030	16020	9
10030	14219	122
10030	25819	0
10030	14519	63
10030	13720	0
10030	14920	5
10035	26803	67
10035	14119	0
10035	26718	1
10035	24904	0
10035	26717	11
10035	14120	53
10035	13820	0
10035	15120	0
10035	14919	9
10035	13519	0
10035	14719	17
10035	14820	21
10035	16019	9
10035	26804	47
10035	24902	0
10035	20803	76
10035	25901	17
10035	24903	0
10035	25902	41
10035	13619	0
10035	14019	0
10035	13919	0
10035	14619	15
10035	14420	82
10035	14819	9
10035	20501	19
10035	27303	0
10035	14720	45
10035	25820	0
10035	16020	6
10035	14219	121
10035	25819	0
10035	14519	57
10035	13720	0
10035	14920	3
10040	26803	58
10040	14119	0
10040	26718	6
10040	24904	0
10040	26717	12
10040	14120	42
10040	13820	0
10040	15120	0
10040	14919	10
10040	13519	0
10040	14719	28
10040	14820	25
10040	16019	11
10040	26804	61
10040	24902	0
10040	20803	45
10040	25901	28
10040	24903	0
10040	25902	21
10040	13619	0
10040	14019	0
10040	13919	0
10040	14619	28
10040	14420	95
10040	14819	17
10040	20501	8
10040	27303	0
10040	14720	45
10040	25820	0
10040	16020	2
10040	14219	0
10040	25819	0
10040	14519	52
10040	13720	0
10040	14920	5
10045	26803	57
10045	14119	0
10045	26718	4
10045	24904	0
10045	26717	13
10045	14120	34
10045	13820	0
10045	15120	0
10045	14919	16
10045	13519	0
10045	14719	31
10045	14820	13
10045	16019	13
10045	26804	66
10045	24902	0
10045	20803	67
10045	25901	43
10045	24903	0
10045	25902	23
10045	13619	0
10045	14019	0
10045	13919	0
10045	14619	11
10045	14420	77
10045	14819	15
10045	20501	25
10045	27303	0
10045	14720	52
10045	25820	0
10045	16020	4
10045	14219	135
10045	25819	0
10045	14519	47
10045	13720	0
10045	14920	2
10050	26803	81
10050	14119	0
10050	26718	1
10050	24904	0
10050	26717	12
10050	14120	40
10050	13820	0
10050	15120	0
10050	14919	7
10050	13519	0
10050	14719	36
10050	14820	21
10050	16019	12
10050	26804	57
10050	24902	0
10050	20803	59
10050	25901	51
10050	24903	0
10050	25902	35
10050	13619	0
10050	14019	0
10050	13919	0
10050	14619	18
10050	14420	82
10050	14819	15
10050	20501	8
10050	27303	0
10050	14720	45
10050	25820	0
10050	16020	4
10050	14219	106
10050	25819	0
10050	14519	51
10050	13720	0
10050	14920	9
10055	26803	57
10055	14119	0
10055	26718	1
10055	24904	0
10055	26717	8
10055	14120	32
10055	13820	0
10055	15120	0
10055	14919	3
10055	13519	0
10055	14719	34
10055	14820	27
10055	16019	6
10055	26804	49
10055	24902	0
10055	20803	48
10055	25901	33
10055	24903	0
10055	25902	30
10055	13619	0
10055	14019	0
10055	13919	0
10055	14619	20
10055	14420	82
10055	14819	9
10055	20501	24
10055	27303	0
10055	14720	53
10055	25820	0
10055	16020	3
10055	14219	102
10055	25819	0
10055	14519	43
10055	13720	0
10055	14920	6
10100	26803	65
10100	14119	0
10100	26718	0
10100	24904	0
10100	26717	8
10100	14120	31
10100	13820	0
10100	15120	0
10100	14919	11
10100	13519	0
10100	14719	33
10100	14820	23
10100	16019	14
10100	26804	47
10100	24902	0
10100	20803	64
10100	25901	27
10100	24903	0
10100	25902	35
10100	13619	0
10100	14019	0
10100	13919	0
10100	14619	12
10100	14420	71
10100	14819	14
10100	20501	20
10100	27303	0
10100	14720	40
10100	25820	0
10100	16020	4
10100	14219	98
10100	25819	0
10100	14519	35
10100	13720	0
10100	14920	7
10105	26803	54
10105	14119	0
10105	26718	1
10105	24904	0
10105	26717	9
10105	14120	34
10105	13820	0
10105	15120	0
10105	14919	11
10105	13519	0
10105	14719	32
10105	14820	18
10105	16019	9
10105	26804	49
10105	24902	0
10105	20803	55
10105	25901	32
10105	24903	0
10105	25902	33
10105	13619	0
10105	14019	0
10105	13919	0
10105	14619	21
10105	14420	71
10105	14819	9
10105	20501	18
10105	27303	0
10105	14720	43
10105	25820	0
10105	16020	5
10105	14219	98
10105	25819	0
10105	14519	38
10105	13720	0
10105	14920	7
10110	26803	54
10110	14119	0
10110	26718	0
10110	24904	0
10110	26717	12
10110	14120	46
10110	13820	0
10110	15120	0
10110	14919	9
10110	13519	0
10110	14719	32
10110	14820	26
10110	16019	6
10110	26804	46
10110	24902	0
10110	20803	63
10110	25901	32
10110	24903	0
10110	25902	31
10110	13619	0
10110	14019	0
10110	13919	0
10110	14619	20
10110	14420	93
10110	14819	12
10110	20501	0
10110	27303	0
10110	14720	36
10110	25820	0
10110	16020	7
10110	14219	63
10110	25819	0
10110	14519	44
10110	13720	0
10110	14920	5
10115	26803	47
10115	14119	0
10115	26718	0
10115	24904	0
10115	26717	8
10115	14120	53
10115	13820	0
10115	15120	0
10115	14919	7
10115	13519	0
10115	14719	26
10115	14820	37
10115	16019	16
10115	26804	55
10115	24902	0
10115	20803	43
10115	25901	28
10115	24903	0
10115	25902	44
10115	13619	0
10115	14019	0
10115	13919	0
10115	14619	7
10115	14420	101
10115	14819	13
10115	20501	0
10115	27303	0
10115	14720	32
10115	25820	0
10115	16020	5
10115	14219	80
10115	25819	0
10115	14519	44
10115	13720	0
10115	14920	2
10120	26803	62
10120	14119	0
10120	26718	0
10120	24904	0
10120	26717	4
10120	14120	38
10120	13820	0
10120	15120	0
10120	14919	6
10120	13519	0
10120	14719	32
10120	14820	30
10120	16019	12
10120	26804	35
10120	24902	0
10120	20803	50
10120	25901	15
10120	24903	0
10120	25902	31
10120	13619	0
10120	14019	0
10120	13919	0
10120	14619	23
10120	14420	88
10120	14819	19
10120	20501	2
10120	27303	0
10120	14720	58
10120	25820	0
10120	16020	4
10120	14219	114
10120	25819	0
10120	14519	29
10120	13720	0
10120	14920	6
10125	26803	52
10125	14119	0
10125	26718	0
10125	24904	0
10125	26717	10
10125	14120	47
10125	13820	0
10125	15120	0
10125	14919	7
10125	13519	0
10125	14719	29
10125	14820	21
10125	16019	9
10125	26804	35
10125	24902	0
10125	20803	39
10125	25901	27
10125	24903	0
10125	25902	15
10125	13619	0
10125	14019	0
10125	13919	0
10125	14619	18
10125	14420	71
10125	14819	10
10125	20501	3
10125	27303	0
10125	14720	40
10125	25820	0
10125	16020	2
10125	14219	106
10125	25819	0
10125	14519	44
10125	13720	0
10125	14920	8
10130	26803	46
10130	14119	0
10130	26718	0
10130	24904	0
10130	26717	8
10130	14120	39
10130	13820	0
10130	15120	0
10130	14919	12
10130	13519	0
10130	14719	23
10130	14820	26
10130	16019	13
10130	26804	55
10130	24902	0
10130	20803	40
10130	25901	29
10130	24903	0
10130	25902	41
10130	13619	0
10130	14019	0
10130	13919	0
10130	14619	21
10130	14420	88
10130	14819	11
10130	20501	0
10130	27303	0
10130	14720	36
10130	25820	0
10130	16020	4
10130	14219	104
10130	25819	0
10130	14519	52
10130	13720	0
10130	14920	2
10135	26803	54
10135	14119	0
10135	26718	1
10135	24904	0
10135	26717	8
10135	14120	40
10135	13820	0
10135	15120	0
10135	14919	4
10135	13519	0
10135	14719	36
10135	14820	36
10135	16019	11
10135	26804	48
10135	24902	0
10135	20803	38
10135	25901	38
10135	24903	0
10135	25902	38
10135	13619	0
10135	14019	0
10135	13919	0
10135	14619	13
10135	14420	89
10135	14819	12
10135	20501	16
10135	27303	0
10135	14720	44
10135	25820	0
10135	16020	5
10135	14219	52
10135	25819	0
10135	14519	50
10135	13720	0
10135	14920	6
10140	26803	49
10140	14119	0
10140	26718	0
10140	24904	0
10140	26717	12
10140	14120	30
10140	13820	0
10140	15120	0
10140	14919	7
10140	13519	0
10140	14719	26
10140	14820	25
10140	16019	9
10140	26804	42
10140	24902	0
10140	20803	43
10140	25901	28
10140	24903	0
10140	25902	32
10140	13619	0
10140	14019	0
10140	13919	0
10140	14619	13
10140	14420	61
10140	14819	8
10140	20501	17
10140	27303	0
10140	14720	45
10140	25820	0
10140	16020	4
10140	14219	81
10140	25819	0
10140	14519	39
10140	13720	0
10140	14920	6
10145	26803	47
10145	14119	0
10145	26718	0
10145	24904	0
10145	26717	5
10145	14120	48
10145	13820	0
10145	15120	0
10145	14919	4
